;Id;Impact;Urgency;IncidentType;ServiceProcessed;MailSubject;MailTextBody;ManualGroups
2954;INC000009825077;4-Minor/Localized;4-Low;Service Request;EDA_S_Mobile Kommunikation;IPone 6  - Speicher 16GB ;liebe kolleginnen und kollegen  ich besitze ein iphone 6 welches mir vom eda zur verfügung gestellt wird. das iphone 6 welches ich momentan besitze hat einen integrierten speicher von 16gb. leider reicht dieser speicher nicht aus, um meine beruflichen sowie privaten bedürfnisse zu decken. täglich werden applikationen gelöscht – obwohl ich zum beispiel fotos auf der cloud habe. das gerät meldet mir andauernd, dass die volle speicherkapazität erreicht ist und ich dateien löschen muss.  in meiner stelle als chef der sektion rüstungskontrolle und nonproliferation muss ich im in sowie im ausland erreichbar sein, daher benutze dieses iphone beruflich sowie privat und bin auch ein funktionierendes gerät, mit zugang zu social media apps, threema, etc. angewiesen. ich bitte sie daher um ein gerät mit mehr speicher.  mit freundliche grüsse;Smart_Device___MDM
2952;INC000009824815;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_2FA;Smart Card Probleme;sehr geehrte damen und herren  ich habe mein praktikum anfangs februar bei der dea begonnen. leider habe ich mit meiner smart card keinen zugang zu chat@world und ich kann mich auch nicht ein- und ausstempeln am eingang.  ich bedanke mich herzlich für ihre hilfe und freundliche grüsse;
2950;INC000009824613;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_Mailbox;Skype Einladungen - Berechtigungen zuteilen für die Team-Mailbox ;liebe kolleginnen, liebe kollegen  für die einführung/schulung von acta nova führen wir verschiedene webinare via skype durch und sollten die teilnehmenden nun einladen können.  dazu möchten wir unseren kalender unserer team-mailbox (siehe absender) verwenden und diese termine verschicken können.  versucht man das, schickt das system eine meldung, dass wir nicht die berechtigung dazu haben. wir brauchen dringend diese möglichkeit und berechtigung für folgende personen, die für den eda-fachdienst kommunikation und ausbildung innerhalb der sektion geschäftsverwaltung und –prozesse gvp tätig sind:  frau nicole fässler fsn            dienstchefin herr robert mertesdorf merro      dienstchef stv. frau sviatlana suslava disler sdt    kursadministration herr alessandro luberti lbl         kursadministration herr timur koç kom              kursadministration   vielen dank für die rasche bearbeitung.  freundliche grüsse;
2947;INC000009823883;3-Moderate/Limited;3-Medium;Failure;EDA_ANW_SysP eDoc;Hong Kong: Probleme Rich Client;guten tag  beim starten des rich clients erhalten wir die folgende fehlermeldung.  haben sie einen tipp was wir tun können?  mit bestem dank und freundlichen grüsse;
2946;INC000009823477;4-Minor/Localized;4-Low;Service Request;_Pending;Software Center - Arbeitszeugnis;"guten tag ich wollte eben ein arbeitszeugnis erstellen und habe nun festgestellt, dass ich nicht über das „eda arbeitszeugnis tool"" verfüge. demnach wäre ich ihnen dankbar, wenn sie mir dieses tool so rasch wie möglich zur verfügung stellen könnten.  mit bestem dank und gruss";
2945;INC000009823337;4-Minor/Localized;3-Medium;Failure;EDA_S_Betrieb Übermitttlungssysteme;TC-0 1 2 3 Wien Mission, TC-0 1 2 3 Workstation hat kein Verbindung mit den Message Server;liebe kolleginnen und kollegen  die tc-0 1 2 3 workstation von die ständige mission in wien ist defekt, er kann mit den tc-0 1 2 3 message-server nicht verbinden, das optical converter oec ist defekt (0 1 2 3 ).  telecommunications wurde schon informiert, bitte ticket erstellen und an rcd zuteilen.  vielen dank und liebe grüsse;
2944;INC000009823230;4-Minor/Localized;4-Low;Service Request;EDA_S_Netzdrucker;Ergänzungen zur Liste der verfügbaren Drucker;liebe kolleginnen und kollegen im helpdesk  die in der auswahl «available printers» ersichtlichen drucker dieser vertretung (siehe angefügten screenshot), sind bislang ohne genauere standortangabe erfasst. dies verhindert die einfache identifizierung des benötigten druckers und somit die eigenständige installation durch die benutzer.  [cid:image003.png@01d5ecc2.9b30e0e0]  ich bitte daher, bei den bereits aufgelisteten druckern folgende angaben (in fett) zu ergänzen:   building  level  mos-0 1 2 3 c8030  east wing  0  mos-0 1 2 3 m602  east wing  0  mos-0 1 2 3 c8030  south wing  0  mos-0 1 2 3 x576  south wing  0  mos-0 1 2 3 c8030  south wing  0  mos-0 1 2 3 c8030  historic building  0  mos-0 1 2 3 x7830  east wing  1  mos-0 1 2 3 x7830  east wing  1  mos-0 1 2 3 c8030  south wing  1  mos-0 1 2 3 c8030  south wing  1  mos-0 1 2 3 c8030  east wing  2   besten dank für euer verständnis und die bemühungen.  liebe grüsse;
2943;INC000009823189;4-Minor/Localized;4-Low;Service Request;EDA_ANW_SysP eDoc;ORBIS - Visas annullieren;guten tag  ich habe festgestellt, dass es mir nicht möglich ist, im orbis visas zu annullieren. gemäss benutzerverwaltung habe ich aber alle rechte. das ejpd hat mich an sie verwiesen.  wie und was wird von unserer seite benötigt, dass ich diese funktion im orbis ebenfalls erhalte?  besten dank und freundliche grüsse;eSysp___Biometrie
2942;INC000009823079;4-Minor/Localized;4-Low;Service Request;EDA_S_Order Management;eOrder / Abmeldung Christian GUBSER (Ende Praktika) KD-MXM ab sofort;liebe kolleginnen, liebe kollegen  ich bin nicht in der lage im system, herr gubser abzumelden. ich bitte sie um ihre hilfe oder um direkte erledigung im eorder.  die nachfolge wird anfangs april anfangen. deswegen schlage ich vor, das laptop zu behalten.  ich danke ihnen im voraus.  mit freundlichen grüsse;
2941;INC000009822756;4-Minor/Localized;4-Low;Failure;EDA_S_APS_OS_BasisSW;"0 1 2 3 ; Polycom CX5000 Conference Station, wird von Laptop nicht erkannt";"liebe kolleginnen und kollegen  ich habe unsere polycom cx5000-konferenzstation an einen hp-laptop via dockingstation angeschlossen, und die treiber wurden nicht installiert. dann habe ich die station wieder mit einem dell-laptop in ein dell-dockingstation verbunden, und auch das funktioniert es nicht:  ·     die treiber werden nicht geladen.  o  0 1 2 3 ; polycom cx5000 conference station  o  0 1 2 3 ; verbindung gerät zwischen der spannung und der station  sobald ich das usb-kabel einstecken (usb-anschluss mit und ohne stromversorgung), das betriebssystem erkannt nicht einmal, dass ein usb-gerät angeschlossen wurde. die station gibt ausserdem alle 2 sekunden einen ton ab, und die leds gehen aus und schalten sich sofort wieder ein, und zwar in abständen. beide mit einem dell- oder hp-laptop.  ich habe die station wieder eingeschaltet und neu gestartet ohne erfolg.  ich bitte euch ein ticket erstellen und an cca weiterleiten.  vielen dank und liebe grüsse";
2939;INC000009822408;4-Minor/Localized;4-Low;Failure;EDA_S_APS_OS_BasisSW;Meldung aus Istanbul;guten morgen,  frau nazan calik “csn” meldet, dass seit einiger zeit mind. 2x pro woche beim aufstarten des laptops (asset-nr. 0 1 2 3 ) zuerst nur ein blauer screen erscheint und nichts weiter passiert. dann muss sie manuell den laptop ausschalten und wieder einschalten. nach dem neuen start geht es dann wieder weiter zur einlog-maske und sie kann arbeiten. da diese sache jedoch nicht normal ist, möchten wir dies melden und anfragen, ob irgendetwas unternommen werden müsste.  beste grüsse;
2938;INC000009822361;4-Minor/Localized;4-Low;Service Request;EDA_S_Order Management;Neuanstellungen per 1. März in SEOUL;liebe kolleginnen und kollegen in bern  wir erwarten am kommenden montag, 2. märz 2020, folgende neue mitarbeiterinnen:  oh ye sun (ohy) min sun hee (minsu)  für beide personen kann ich noch immer keine e-mail adresse finden. darf ich sie um auskunft bitten, wann die beiden accounts geöffnet werden.  besten dank für ihre kurze rückantwort und mit freundlichen grüsse;
2937;INC000009822327;4-Minor/Localized;4-Low;Service Request;EDA_ANW_SAP Services;Spesenabrechungen für MXM ausführen;guten tag  für meine vorgesetzte Max Muster sgq möchte ich eine dienstreiseabrechnung erledigen. sie hat mich im sap-spesenabrechungssystem als aktive stellvertretung hinterlegt. bei mir erscheint dies wie folgt:  [cid:image004.jpg@01d5ec81.0f619f50]  jedoch kann ich noch keine spesenabrechnungen für sie ausführen, da ich sie beim register «reisekostenabrechung erfassen» nicht auswählen kann. [cid:image005.png@01d5ec81.0f619f50]  können sie mir bei diesem problem weiterhelfen?  besten dank für ihre bemühungen.   freundliche grüsse;SAP_Online_Support
2936;INC000009822234;4-Minor/Localized;4-Low;Service Request;EDA_S_BA_Mailbox;OE-Wechsel;guten tag  per 1. januar 2020 habe ich von der dea ins gs eda gewechselt. dies ist jedoch beim mail noch nicht vollzogen worden.  [cid:image003.jpg@01d5ec7d.c2a50740] könnten sie mir bitte angeben, wie ich dies machen muss?  vielen dank und freundliche grüsse;
2935;INC000009822127;2-Significant/Large;2-High;Service Request;EDA_ANW_SysP eDoc;Unterbruch ORBIS;sehr geehrte damen und herren  bei unserem visa-team ist der orbis-zugriff unterbrochen. handelt es sich hierbei um ein globales problem oder ist lediglich unsere vertretung betroffen?  für ihre bemühungen und ihre rückmeldung danke ich im voraus.  freundliche grüsse;
2934;INC000009821918;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_PC;Änderung einer Asset-Nummer;guten morgen liebe kolleginnen und kollegen  infolge austausch eines weiteren dell e6330 ist folgende mutation im remedy notwendig:  user:  replaced asset:  status of old asset:  new asset now in use:  nme  0 1 2 3 wiping in progress thereafter disposed locally  0 1 2 3 herzlichen dank im voraus für eine prompte aktualisierung des remedy.  liebe grüsse;
2933;INC000009821912;3-Moderate/Limited;3-Medium;Service Request;EDA_S_Mobile Kommunikation;MDM: Ersatz eines Gerätes;guten tag  die vertretung in kuala lumpur hat für meinen dienstlichen gebrauch ein neues iphone 7plus angeschafft. ich möchte dieses nun gerne mit mdm ausrüsten. im mdm self service portal muss dieses gerät jedoch vorerst als bundesgerät registriert werden. irrtümlicherweise habe ich einen code für die registrierung eines privaten gerätes angefordert.  in den instruktionen habe ich keine hinweise gefunden, wie das registrieren eines bundesgerätes zu erfolgen hat. muss dafür eine eorder aufgegeben werden? das zurzeit registrierte gerät wird nach dem erfolgreichen übertrag nach bern zurückgesandt.  besten dank und freundliche grüsse;Smart_Device___MDM
2932;INC000009821803;4-Minor/Localized;4-Low;Failure;EDA_S_BA_Mailbox;Outlook Problem Muster Max MXM;liebe kolleginnen und kollegen der erste mitarbeiter dieser vertretung, herr Max Muster ded, hat ein problem mit dem outlook. während er auf seinem iphone alle e-mails erhält, fehlen ihm einige im outlook. die asset nr. seines computers ist 0 1 2 3 . ich danke ihnen bestens, dass sie sich diesem problem annehmen und sende freundliche grüsse;
2931;INC000009821801;4-Minor/Localized;4-Low;Failure;EDA_S_APS_PC;Problem mit Notebook;guten tag  seit gestern kann ich mein notebook nicht mehr aufladen. das heisst, zum arbeiten muss es immer am netzkabel angeschlossen sein.  kann das repariert werden oder muss mein notebook ausgetauscht werden?  ich bin bis und mit freitag auf einer dienstreise und ab montagmorgen wieder im büro. da ich täglich mobil arbeite, wäre ich ihnen sehr dankbar, wenn die reparatur oder der austausch direkt anfangs nächster woche erfolgen könnte.  freundliche grüsse;
2929;INC000009821556;3-Moderate/Limited;3-Medium;Failure;EDA_S_BA_Mailbox;Unordnung in Outlook Struktur ;guten abend  seit heute morgen ist meine outlook struktur in unordnung. der posteingang fehlt ganz. anscheinend besteht ein synchronisierungsproblem. es ist mir nicht möglich, so zu arbeiten. siehe foto in der beilage.  danke für die unterstützung  viele grüsse;Outlook
2928;INC000009821484;4-Minor/Localized;4-Low;Failure;EDA_S_BA_UCC_Benutzertelefonie;Problem mit Lync;sehr geehrte damen und herren  vor einer woche habe ich die arbeit in abidjan aufgenommen. seither habe ich probleme, mit lync innerhalt der elfenbeinküste zu telefonieren. wenn ich die nummer mit der landesvorwahl eingebe, kommt stets die ansage, die nummer wäre ungültig. meine kollegin kann jedoch ohne probleme die gleiche nummer anrufen. ebenfalls kann ich mit meiner lokalen nummer nicht auf mein lync anrufen.  im programm selbst wird folgende meldung angezeigt: [cid:image001.png@01d5ebf7.08e9b0c0]  kann das problem damit in verbindung gebracht werden? muss ich in den einstellungen etwas ändern?  vielen dank für ihre hilfe und freundliche grüsse;Benutzeranleitungen_Telefonie
2927;INC000009821439;4-Minor/Localized;4-Low;Service Request;EDA_S_Order Management;FW: Acrobat-Lizenz?;zur bearbeitung  gruss  marco reuter lernender kaufmann 3. lehrjahr  eidgenössisches departement für auswärtige angelegenheiten eda direktion für ressourcen dr informatik eda / it-governance und projekte / finanzen, controlling und administration  freiburgstrasse 0 1 2 3 , a 0 1 2 3 , 0 1 2 3 bern, schweiz tel. +0 1 2 3 https://www.admin.ch/>    from: dütschler https://www.admin.ch> sent: tuesday, february https://www.admin.ch> subject: acrobat-lizenz?  guten tag,  mein acrobat pro zeigt die meldung im anhang - können ihr schauen, dass mir der nicht abgestellt wird? merci!  liebe grüsse;
2926;INC000009821130;4-Minor/Localized;4-Low;Service Request;EDA_S_APS_PC;Änderung einer Asset-Nummer;guten morgen liebe kolleginnen und kollegen  infolge austausch eines weiteren dell e6330 ist folgende mutation im remedy notwendig:  user:  replaced asset:  status of old asset:  new asset now in use:  roy  0 1 2 3 wiping to be completed in the coming days. thereafter locally disposed.  0 1 2 3 herzlichen dank im voraus für eine prompte aktualisierung des remedy.  liebe grüsse;
2925;INC000009821125;3-Moderate/Limited;3-Medium;Failure;EDA_S_Netzwerk Ausland;MXM: coupure de réseau pour remplacement de la fibre;"chers collègues,  merci de noter la coupure de réseau à pau selon l’e-mail ci-dessous. la configuration ip restera la même.  merci de m’indiquer un correspondant pour orchestrer l’arrêt des serveurs etc.  cordialement  thomas vauclair administrateur du système informatique bureau c303 0 1 2 3 rue de grenelle, 0 1 2 3 paris tél. +33 (0)0 1 2 3 natel +33 (https://www.admin.ch> [https://www.admin.chrepresentations/ambassade-a-paris.html> [home-01] <https://www.facebook.com/ambassadesuisseparis/>  [home-02] <https://twitter.com/ambassadesuisse>  [home-03] <https://www.admin.ch>    from: _eda-rep paris ambassade sa sent: tuesday, february 18, 2020 3:45 pm to: https://www.admin.ch>; michelet https://www.admin.ch>; obrist https://www.admin.ch>; graber guillou https://www.admin.ch>; dorizzi https://www.admin.ch>; aebischer https://www.admin.ch>; quintas https://www.admin.ch> subject: activation de la fibre avec coupure réseau  remplace l’annonce précédente de ce jour chers collègues,  la dernière phase de l’activation de la nouvelle fibre bouygues va avoir lieu le jeudi 27.02 à partir de 16h, pour une durée maximale d’une heure et trente minutes. elle s’accompagnera d’une coupure du réseau estimée à un quart d’heure. merci d’en prendre bonne note ; vous pouvez coller la pièce jointe dans votre calendrier.  je reste présent pour toute question.  cordialement  thomas vauclair administrateur du système informatique bureau c303 0 1 2 3 rue de grenelle, 0 1 2 3 paris tél. +33 (0)0 1 2 3 natel +33 (https://www.admin.ch> [https://www.admin.chrepresentations/ambassade-a-paris.html> [home-01] <https://www.facebook.com/ambassadesuisseparis/>  [home-02] <https://twitter.com/ambassadesuisse>  [home-03] <https://www.admin.ch>";Smart_Device___MDM
